id,name,topics,n_star,n_fork,languages,p_lang
r_973,subtleGradient/css.tmbundle,[],15,1,[],[]
r_974,jmathai/jaisenmathai,[],6,2,[],[]
r_975,martinbtt/rspec,[],3,0,"['l_0', 'l_1']","['99.97', '0.03']"
r_976,Grayson/nusmartypants,[],5,2,"['l_36', 'l_18']","['89.97', '10.03']"
r_977,brosner/oebfare,[],46,7,"['l_1', 'l_8', 'l_4']","['63.20', '36.28', '0.52']"
r_978,paulnicholson/eassl,[],2,0,[],[]
r_979,lorenjohnson/facebook-multiselect,[],19,4,['l_1'],['100.00']
r_980,joshu/mars,[],3,0,"['l_0', 'l_1']","['88.87', '11.13']"
r_981,technoweenie/restful-authentication,[],1574,279,['l_0'],['100.00']
r_982,benschwarz/bom-weather,[],23,4,['l_0'],['100.00']
r_983,JackDanger/jackcanty.com-in-scheme,[],3,0,"['l_26', 'l_1']","['59.94', '40.06']"
r_984,wayneeseguin/attachmerb_fu,[],4,1,['l_0'],['100.00']
r_985,jdp/tarn,[],17,3,"['l_24', 'l_6']","['53.33', '46.67']"
r_986,schacon/grit,[],162,73,['l_0'],['100.00']
r_987,jamiew/filemark-maker,[],4,2,['l_10'],['100.00']
r_988,juanger/scielo-dev,[],3,2,"['l_0', 'l_25', 'l_1', 'l_4']","['57.27', '37.84', '4.45', '0.45']"
r_989,gravityblast/radiant-newsletter,[],28,4,['l_0'],['100.00']
r_990,dustin/photosync,[],4,0,['l_18'],['100.00']
r_991,mbleigh/github-unfuddle,[],15,3,['l_0'],['100.00']
r_992,nathansobo/treetop,[],1014,114,"['l_0', 'l_41']","['99.88', '0.12']"
r_993,royzhu/kuplayer,[],2,0,[],[]
r_994,caged/javascript-bits,[],34,6,"['l_1', 'l_0']","['97.60', '2.40']"
r_995,imownbey/jim,[],15,5,['l_80'],['100.00']
r_996,DrMark/brain_buster,[],2,0,['l_0'],['100.00']
r_997,timconstan/vtcalendar,[],2,1,"['l_3', 'l_1']","['71.82', '28.18']"
r_998,mbleigh/hooktastic,[],5,0,['l_0'],['100.00']
r_999,nutrun/synthesis,[],27,3,['l_0'],['100.00']
r_1000,dblake/supertest,[],2,0,[],[]
r_1001,horndude77/open-scores,[],58,13,['l_89'],['100.00']
r_1002,biochimia/viscose,[],3,0,[],[]
r_1003,jaikoo/rvideo,[],14,6,"['l_0', 'l_1']","['94.17', '5.83']"
r_1004,patmaddox/no-peeping-toms,[],136,39,['l_0'],['100.00']
r_1005,pointcom/mootools-on-rails,[],50,7,['l_0'],['100.00']
r_1006,ebb/pufn,[],3,0,['l_6'],['100.00']
r_1007,rpheath/navigation_helper,[],102,19,['l_0'],['100.00']
r_1008,Manfred/reckon,[],3,1,['l_0'],['100.00']
r_1009,jezdez/django-reusableapps,[],14,1,['l_8'],['100.00']
r_1010,purcell/dotr,[],3,0,['l_0'],['100.00']
r_1011,ambethia/hydra,[],3,0,[],[]
r_1012,ascarter/capistrano,[],4,0,['l_0'],['100.00']
r_1013,mattbeedle/davinci,[],2,0,"['l_0', 'l_1', 'l_14']","['71.19', '21.35', '7.46']"
r_1014,asosa/dot_files,[],3,0,"['l_28', 'l_4']","['96.76', '3.24']"
r_1015,mattb/identity-matcher,[],68,3,['l_0'],['100.00']
r_1016,dansimpson61/shoes,[],3,1,"['l_0', 'l_6', 'l_4']","['61.10', '35.90', '3.01']"
r_1017,rubaidh/form_builders,[],4,2,['l_0'],['100.00']
r_1018,lilyball/gitnub,[],3,1,"['l_0', 'l_18']","['96.63', '3.37']"
r_1019,openminds/site_language,[],9,3,['l_0'],['100.00']
r_1020,olivM/hydrate,[],4,1,[],[]
r_1021,turbana/dor,[],3,0,"['l_6', 'l_30', 'l_11', 'l_9', 'l_4', 'l_18']","['81.69', '10.30', '4.61', '2.58', '0.50', '0.32']"
r_1022,mikepea/github-test,[],2,0,[],[]
r_1023,Soleone/rails-tips,[],4,0,"['l_0', 'l_1']","['99.31', '0.69']"
r_1024,ctrochalakis/django-markuputils,[],9,2,['l_8'],['100.00']
r_1025,jmettraux/rufus-lru,[],11,5,"['l_0', 'l_11']","['95.52', '4.48']"
r_1026,leewbutler/xdressed_clickables,[],5,1,[],[]
r_1027,teg/atomic-flows-ii,[],3,2,['l_49'],['100.00']
r_1028,dennisreimann/masquerade,[],220,45,"['l_0', 'l_1']","['96.10', '3.90']"
r_1029,kig/wreader,[],6,2,['l_0'],['100.00']
r_1030,jeremyf/rdoc_test,[],3,0,['l_0'],['100.00']
r_1031,xman/reversi,[],4,1,"['l_13', 'l_9']","['69.18', '30.82']"
r_1032,rbriski/python-adwords-api,[],6,6,['l_8'],['100.00']
r_1033,darius/hmph,[],7,1,['l_8'],['100.00']
r_1034,dalmaer/ytranscript,[],3,1,['l_1'],['100.00']
r_1035,jwarchol/arfbot,[],5,2,['l_0'],['100.00']
r_1036,mmower/bishop,[],24,7,['l_0'],['100.00']
r_1037,collectiveidea/awesome_nested_set,[],2333,488,['l_0'],['100.00']
r_1038,hookercookerman/merb-core,[],4,0,"['l_0', 'l_1']","['98.47', '1.53']"
r_1039,obeattie/oliver-beattie--version-5,[],3,0,"['l_8', 'l_1']","['94.22', '5.78']"
r_1040,defunkt/sake,[],77,14,['l_0'],['100.00']
r_1041,baldwindavid/dnb_public_shell,[],3,0,['l_0'],['100.00']
r_1042,nonuts/gosutaxi,[],3,0,['l_0'],['100.00']
r_1043,zpao/blarg,[],2,2,"['l_0', 'l_1']","['93.80', '6.20']"
r_1044,eLmatador/revolting-sun,[],2,1,"['l_0', 'l_1']","['99.70', '0.30']"
r_1045,ciriarte/nwd,[],5,0,"['l_25', 'l_53']","['96.65', '3.35']"
r_1046,tomtt/tomtt_emacslisp,[],5,1,"['l_12', 'l_9', 'l_8', 'l_0', 'l_6', 'l_4']","['99.65', '0.12', '0.11', '0.08', '0.03', '0.01']"
r_1047,levinalex/tfh_rts1,[],3,0,['l_6'],['100.00']
r_1048,topfunky/google-checkout,[],61,25,['l_0'],['100.00']
r_1049,dpc/dack,[],2,0,"['l_57', 'l_11']","['94.39', '5.61']"
r_1050,alexeypegov/b3v,"['javascript', 'python', 'google-appengine']",6,3,"['l_1', 'l_8']","['59.11', '40.89']"
r_1051,osteele/ropenlaszlo,"['ruby-gem', 'open-laszlo']",2,2,"['l_0', 'l_2']","['87.65', '12.35']"
r_1052,mdk/flickroff,[],3,0,"['l_90', 'l_11']","['98.45', '1.55']"
r_1053,norbauer/sprocket_express,[],7,1,['l_0'],['100.00']
r_1054,madrobby/scripty2,[],514,56,"['l_1', 'l_14', 'l_0']","['70.94', '25.06', '3.99']"
r_1055,michaelbarton/organised_experiments,[],14,3,['l_0'],['100.00']
r_1056,rmm5t/insert-time.el,[],11,6,['l_12'],['100.00']
r_1057,smtlaissezfaire/git-rev-num,[],4,1,['l_0'],['100.00']
r_1058,mvanholstyn/mhs_deployment,[],5,0,['l_0'],['100.00']
r_1059,jmac/seamonster,[],3,2,"['l_1', 'l_3']","['90.39', '9.61']"
r_1060,scharfie/gnat,[],5,3,"['l_0', 'l_1']","['68.27', '31.73']"
r_1061,captproton/rails,[],2,0,"['l_0', 'l_1', 'l_4']","['99.99', '0.00', '0.00']"
r_1062,ymendel/graphtunes,[],2,0,['l_0'],['100.00']
r_1063,jqr/has_one_autocreate,[],15,5,['l_0'],['100.00']
r_1064,rotty/dotfiles,[],6,0,"['l_12', 'l_0', 'l_24', 'l_26', 'l_38', 'l_4']","['83.47', '11.57', '3.86', '0.59', '0.48', '0.04']"
r_1065,brauteseth/myfirstapple,[],3,0,[],[]
r_1066,ralsina/russian-gallery,[],6,2,['l_8'],['100.00']
r_1067,vanpelt/merb_paginate,[],6,11,['l_0'],['100.00']
r_1068,bricooke/mkmt-more,[],2,0,[],[]
r_1069,voodootikigod/quickticket,[],5,5,"['l_0', 'l_1']","['89.14', '10.86']"
r_1070,galaxycats/nostromo,[],2,1,"['l_0', 'l_13', 'l_4', 'l_6']","['48.91', '34.86', '12.81', '3.41']"
r_1071,al3x/metatweet,[],8,3,['l_0'],['100.00']
r_1072,nickpad/timedcache,[],6,3,['l_0'],['100.00']
r_1073,thoughtbot/paperclip,[],9063,2429,"['l_0', 'l_82', 'l_2']","['98.36', '1.57', '0.08']"
r_1074,adelcambre/masochism,[],3,0,['l_0'],['100.00']
r_1075,we4tech/mojar_workflow,[],3,2,['l_0'],['100.00']
r_1076,evocateur/race,[],3,1,"['l_3', 'l_1']","['85.61', '14.39']"
r_1077,preservim/nerdtree,"['vim', 'vim-plugin', 'vim-plugins', 'file-management', 'file-manager']",18291,1419,['l_28'],['100.00']
r_1078,larrytheliquid/will_paginate,[],10,2,['l_0'],['100.00']
r_1079,halorgium/github-gem,[],3,1,['l_0'],['100.00']
r_1080,signup-disabled/free,[],3,0,[],[]
r_1081,vidriloco/gideon,[],2,0,"['l_0', 'l_1']","['99.87', '0.13']"
r_1082,haraldmartin/scriptaculous,[],3,0,"['l_1', 'l_0']","['91.02', '8.98']"
r_1083,adamstac/jquery-qt-controller,[],20,5,['l_1'],['100.00']
r_1084,thoughtbot/shoulda,[],2161,198,"['l_0', 'l_4']","['95.91', '4.09']"
r_1085,youpy/newextension,[],6,1,"['l_0', 'l_1']","['99.79', '0.21']"
r_1086,minimagick/minimagick,[],2762,351,"['l_0', 'l_4']","['99.60', '0.40']"
r_1087,dsutedja/mack-orm,[],2,0,['l_0'],['100.00']
r_1089,joshfrench/rakismet,[],354,46,['l_0'],['100.00']
r_1090,eggie5/asset_packager,[],3,1,"['l_0', 'l_1']","['99.16', '0.84']"
r_1091,dustin/loginit,[],4,1,['l_8'],['100.00']
r_1092,Soleone/etqw-stats,[],3,1,"['l_0', 'l_1']","['67.27', '32.73']"
r_1093,prawnpdf/prawn,"['ruby', 'pdf-generator', 'prawn', 'pdf']",4428,673,"['l_0', 'l_2']","['99.87', '0.13']"
r_1094,yrashk/strokedb,[],86,10,['l_0'],['100.00']
r_1095,pontus/smugmug-tools,[],3,0,['l_8'],['100.00']
r_1096,technoweenie/masochism,[],248,45,['l_0'],['100.00']
r_1097,cpjolicoeur/timeframe,[],3,0,['l_1'],['100.00']
r_1098,laurio/dot-emacs,[],2,2,['l_12'],['100.00']
r_1099,AArnott/atom2blogger,[],2,1,['l_25'],['100.00']
r_1100,shingara/cap-project,[],3,1,"['l_0', 'l_1']","['99.64', '0.36']"
r_1101,jchris/couchrest,[],402,82,[],[]
r_1102,cptfinch/clinical-trials,[],1,0,"['l_0', 'l_2', 'l_14', 'l_1']","['74.61', '22.65', '2.42', '0.31']"
r_1103,dustin/py-backpack,[],7,4,['l_8'],['100.00']
r_1104,davemerwin/codereviewr,[],3,7,"['l_8', 'l_1']","['88.19', '11.81']"
r_1105,danielmorrison/relative_time_helpers,[],3,1,['l_0'],['100.00']
r_1106,TwP/bones,[],120,21,"['l_0', 'l_4']","['99.47', '0.53']"
r_1107,Ramarren/lisa,[],15,2,['l_5'],['100.00']
r_1108,nex3/nex3-s-blog-engine,[],14,3,"['l_0', 'l_1']","['96.21', '3.79']"
r_1109,hans/twitkit,[],7,0,['l_1'],['100.00']
r_1110,dfugere/flat_lady,[],1,0,['l_0'],['100.00']
r_1111,mvanholstyn/mhs_authentication_system,[],8,2,['l_0'],['100.00']
r_1112,github/media,[],293,68,[],[]
r_1113,hebrewhammer/sparrow,[],2,1,[],[]
r_1114,sstephenson/sprockets,[],2575,29,[],[]
r_1115,myles-archive/django-basic-social,[],3,1,['l_8'],['100.00']
r_1116,TekNoLogic/Cork,[],23,32,['l_24'],['100.00']
r_1117,deweerdt/netfilter-hook,[],11,3,['l_6'],['100.00']
r_1118,nel/deliver_to_me,[],6,0,['l_0'],['100.00']
r_1119,jomz/radiant-site_language-extension,[],5,0,['l_0'],['100.00']
r_1120,yolk/miter,[],3,0,"['l_0', 'l_1']","['61.51', '38.49']"
r_1121,drnic/merb-tmbundle,[],37,6,['l_0'],['100.00']
r_1122,tristan/twimage,[],5,0,['l_8'],['100.00']
r_1123,kuro/gas,[],3,1,"['l_9', 'l_6', 'l_13', 'l_0']","['50.52', '38.00', '7.78', '3.70']"
r_1124,mmower/simply_versioned,[],40,8,['l_0'],['100.00']
r_1125,ryanb/exception_logger,[],21,3,"['l_0', 'l_1']","['85.96', '14.04']"
r_1127,potatosalad/auto_migrations,[],2,1,['l_0'],['100.00']
r_1128,scivi/dotfiles,['dotfiles'],6,2,"['l_4', 'l_12', 'l_0', 'l_28']","['58.37', '34.61', '3.64', '3.39']"
r_1129,wayneeseguin/vanhelsing,[],3,0,"['l_0', 'l_6']","['95.23', '4.77']"
r_1130,thoughthill/ruberion_server_tools,[],7,0,['l_0'],['100.00']
r_1131,myabc/merb_mart,[],26,3,"['l_0', 'l_1']","['100.00', '0.00']"
r_1132,mghaught/yui4rails,[],28,1,"['l_1', 'l_0']","['99.59', '0.41']"
r_1133,youpy/directory-index-finder,[],2,0,['l_1'],['100.00']
r_1134,simonpk/fireeagle-updater-midlet,[],13,3,['l_13'],['100.00']
r_1135,shingara/whotowho,[],4,2,"['l_0', 'l_1']","['66.36', '33.64']"
r_1136,pjay/tv-iapps,[],4,0,"['l_0', 'l_1']","['76.04', '23.96']"
r_1137,wycats/merb-more,[],184,35,[],[]
r_1138,larssg/gae-score-keeper,[],2,1,"['l_8', 'l_1']","['95.15', '4.85']"
